player,ref,pattern,style,Nstrokes,Tprep_mean,Tprep_SD,Zprep_mean,Zprep_SD,Tstroke_mean,Tstroke_SD,MAGstroke_mean,MAGstroke_SD,MAGreb_mean,MAGreb_SD,Ratio_mean,Ratio_SD
DP21 ,M ,2,N,48.0,237.083333,13.637922,983.7820630000001,13.934157,346.666667,14.887282999999998,109.58333300000001,4.263069000000001,6363.130096,429.699699,1686.4009850000002,196.385657
DP02 ,R ,2,P,52.0,220.721154,17.900436,830.61762,22.280008,306.53846200000004,19.859517999999998,85.817308,9.87323,3931.4531450000004,493.73466799999994,1684.482372,203.202572
DP07 ,R ,1,P,47.0,223.351064,9.935616,953.3008619999999,12.03547,325.106383,12.056901,101.755319,5.514676000000001,7088.49735,474.49651600000004,1556.764456,308.03839700000003
DP10 ,R ,2,L,55.0,190.863636,10.920781,906.9355539999999,19.388176,298.863636,17.077019,108.0,10.986102,5077.647103,631.1714509999999,2335.59994,245.207196
DP04 ,R ,1,N,45.0,210.72222200000002,12.254663,871.411884,20.439982999999998,287.944444,14.783368,77.222222,6.830375999999999,5630.918139,420.23559400000005,1481.6124929999999,214.792902
DP07 ,M ,1,O,41.0,208.47561000000002,8.364322,964.13992,10.809752,311.280488,9.255436999999999,102.804878,4.943276,7549.946334,432.601005,1541.138721,270.810113
DP02 ,M ,2,O,50.0,228.0,20.044593,867.4850640000001,17.390218,334.7,19.32958,106.7,10.005611,4715.320613,355.36971,1812.365348,229.850248
DP01 ,R ,2,N,52.0,188.89423100000002,11.444811,851.887528,20.955168,305.91346200000004,14.476391,117.019231,9.625824,3123.5824,438.662647,1504.487398,206.64394
DP08 ,M ,1,L,51.0,246.029412,17.72129,920.8979380000001,38.212946,349.11764700000003,28.908578000000002,103.088235,16.908491,5963.784161,387.765003,1458.4469279999998,262.522705
DP17 ,M ,1,P,49.0,198.418367,9.433067999999999,966.6512710000001,14.425547,291.22449,10.982022,92.806122,4.694652,5315.685088,223.221984,1863.2795420000002,140.06148100000001
DP12 ,M ,2,P,50.0,194.4,9.93037,822.013036,9.911506,277.55,11.89334,83.15,4.839516000000001,3189.272605,163.0318,1216.267706,86.951335
DP12 ,R ,2,O,52.0,206.057692,7.382182000000001,864.870125,11.694486,306.298077,8.202259,100.240385,6.364339,3558.686563,155.302844,1372.3049640000002,109.713123
DP11 ,M ,2,N,44.0,207.272727,10.914814999999999,901.410403,15.257298,318.465909,10.289641,111.19318200000001,8.584204,4302.587384,298.716621,1297.958903,186.64805800000002
DP20 ,R ,2,L,52.0,206.538462,7.004092999999999,979.6451800000001,15.773507999999998,313.894231,8.552225,107.355769,3.751257,5779.452721,275.866875,2236.755773,147.002903
DP14 ,M ,1,N,50.0,192.95,6.919544999999999,977.7967480000001,9.452974000000001,324.1,8.387308,131.15,4.015594999999999,4664.444523,194.995657,1478.975052,190.848948
DP17 ,R ,1,O,49.0,213.418367,7.563858,963.466484,18.706182000000002,329.38775499999997,9.889107000000001,115.969388,5.298789,4727.136717,181.814393,1557.802891,103.429337
DP21 ,R ,2,N,52.0,234.182692,11.122327,963.7059619999999,12.193316000000001,340.096154,11.014268,105.91346200000001,3.930426,6111.4584429999995,406.69850299999996,1634.427679,204.67691399999998
DP02 ,M ,2,P,43.0,212.674419,24.277631,844.393714,26.559824,302.034884,28.966604999999998,89.360465,11.088027,4139.591314,545.406942,1597.815992,219.647221
DP15 ,M ,1,L,48.0,198.4375,8.669846000000001,966.408121,17.383441,317.1875,11.515773,118.75,8.736692,5390.014357,241.28771099999997,1388.025379,297.68739300000004
DP10 ,M ,2,L,51.0,191.666667,13.799154999999999,917.2487990000001,20.324119,306.12745099999995,15.686886999999999,114.460784,11.982422,5006.525344,384.246854,2325.6609489999996,180.371117
DP07 ,M ,1,P,43.0,227.03488399999998,15.355469,937.275585,14.891613000000001,318.953488,16.065644,91.918605,6.046379,7315.756506000001,557.409766,1694.3528210000002,314.973187
DP04 ,M ,1,N,48.0,209.375,13.804293,921.7665599999999,24.964658,295.729167,14.503835999999998,86.354167,7.383102,6865.442667,594.7802849999999,2028.030965,376.32684700000004
DP07 ,R ,1,O,49.0,208.112245,8.638133,957.0917210000001,14.345804999999999,312.193878,9.744558,104.081633,5.8784089999999996,6917.032120999999,348.414752,1196.862649,190.922635
DP02 ,R ,2,O,52.0,237.115385,20.629699,840.1831619999999,19.216367,335.240385,18.736169,98.125,15.007147,4073.5828659999997,326.12426400000004,1409.281072,193.462
DP01 ,M ,2,N,50.0,194.45,14.571166,852.3098550000001,22.388011,312.65,14.720266,118.2,6.889063,3088.767478,429.68233,1523.492704,204.177358
DP13 ,M ,2,L,50.0,252.3,33.525196,899.747358,15.872116,359.55,39.710978000000004,107.25,10.041369,3962.796953,224.5801,1865.024627,203.635818
DP04 ,M ,1,P,48.0,218.385417,18.207504,914.6334699999999,31.923439000000002,297.760417,20.403116,79.375,12.721442999999999,6907.621784,629.059185,1611.8205,412.124498
DP21 ,M ,2,O,48.0,235.416667,10.421097999999999,962.546405,17.566588,345.052083,12.938989,109.63541699999999,5.309305,5792.499815,400.207562,1470.0753550000002,160.70584499999998
DP01 ,M ,2,P,50.0,186.9,15.686339000000002,843.137005,24.871484,278.05,20.623507999999998,91.15,8.2871,3754.7339469999997,477.97751900000003,1204.984251,262.81355099999996
DP16 ,M ,1,L,50.0,240.0,12.423233999999999,1000.9584699999999,11.315771,372.45,13.165838,132.45,4.8046,4911.459114,219.280131,2008.893545,138.758753
DP02 ,M ,2,N,49.0,230.408163,12.953713,837.3121219999999,20.580134,318.06122400000004,14.454178,87.653061,10.757848,4570.863694,483.19494800000007,1675.301876,218.750437
DP21 ,R ,2,P,52.0,235.865385,11.787379,957.7839970000001,12.033596000000001,341.153846,12.93329,105.28846200000001,4.713712,5926.007531,321.37503399999997,1573.674921,203.326755
DP01 ,R ,2,O,52.0,192.259615,14.478344,848.7433580000001,25.468764,309.182692,17.641036,116.923077,9.217089999999999,3020.115467,536.421301,1499.1062570000001,212.46586800000003
DP04 ,R ,1,O,48.0,214.791667,13.085575,861.034643,13.907819,294.6875,14.555698000000001,79.895833,5.991091,5309.612271,343.01397799999995,1387.644606,248.23913399999998
DP07 ,M ,1,N,49.0,213.11224500000003,9.361527,938.421302,12.895002,317.193878,12.307186,104.081633,6.783364,6707.882552,500.56621500000006,1292.2656550000002,159.320727
DP11 ,M ,2,P,44.0,199.147727,10.674126,913.0894539999999,14.952081,291.136364,14.511969,91.988636,6.916856,4636.136297999999,385.418551,1474.3888439999998,215.078867
DP14 ,M ,1,P,50.0,200.55,8.349661,970.100173,14.831527,327.65,11.035772,127.1,5.65505,4403.615478,241.01078700000002,1781.443541,157.279788
DP14 ,R ,1,O,48.0,194.270833,6.230466000000001,983.804134,11.960975999999999,332.395833,8.811838,138.125,6.831949000000001,4504.634709,152.740158,1668.068499,140.726135
DP17 ,M ,1,N,49.0,213.11224500000003,7.731339,987.0708210000001,11.3087,323.010204,8.196474,109.89795900000001,3.060126,5123.640891,207.724313,1575.3053289999998,125.002155
DP12 ,M ,2,N,50.0,212.5,8.159757,887.2623169999999,12.843667,321.3,9.052567999999999,108.8,6.818343,3798.406169,188.110775,1500.31827,144.491143
DP11 ,R ,2,O,48.0,201.09375,9.367018,902.056282,16.075897,305.3125,11.527315,104.21875,9.198697,4285.791537,350.01912000000004,1342.281797,166.915055
DP04 ,R ,1,P,48.0,221.354167,15.844644,887.80804,32.745281,301.927083,19.827981,80.572917,11.488194,6153.875636,816.887585,1682.276368,401.322251
DP13 ,R ,2,L,54.0,253.518519,38.167081,892.697933,13.340008,362.592593,42.289888,109.074074,8.718558999999999,3812.2557880000004,257.238804,1795.278991,197.963672
DP16 ,R ,1,L,50.0,241.35,16.92729,988.82045,12.962729,370.7,19.801567000000002,129.35,5.8206620000000004,4696.043139,195.738632,1913.056448,119.13738700000002
DP21 ,R ,2,O,52.0,235.961538,9.329925999999999,954.243917,12.292013,343.028846,10.222242999999999,107.06730800000001,3.662246,5731.259749,282.67393,1595.947776,188.336593
DP01 ,R ,2,P,52.0,180.865385,13.913992000000002,846.9410939999999,24.27307,276.298077,18.024292000000003,95.432692,8.79674,3738.087057,443.55448499999994,946.405701,181.859042
DP21 ,M ,2,P,48.0,233.072917,9.637576,962.5442529999999,10.752272999999999,339.479167,10.223023,106.40625,4.997506,5902.947668,344.453929,1379.40035,202.080128
DP01 ,M ,2,O,50.0,189.85,12.406898,853.0982650000001,25.331822,305.25,14.908307999999998,115.4,7.862985000000001,3216.324807,475.85979000000003,1612.597805,204.901904
DP04 ,M ,1,O,48.0,216.40625,19.191825,875.548881,29.129528000000004,297.708333,19.70415,81.302083,9.1237,5457.730154,557.2282299999999,1437.446575,211.425181
DP07 ,R ,1,N,49.0,208.520408,11.409955,950.6100150000001,15.100817000000001,317.60204100000004,12.592979,109.08163300000001,5.146142,6715.994103,516.393066,1412.794152,186.706594
DP11 ,R ,2,P,48.0,180.625,15.092798000000002,862.055543,15.352773000000001,256.40625,17.722043,75.78125,5.973262,4038.869323,247.95403599999997,1605.258581,171.008868
DP14 ,R ,1,P,50.0,219.55,11.096630000000001,986.339391,26.773644,348.0,15.219482999999999,128.45,8.614327000000001,5176.803054999999,316.798461,1569.7659310000001,206.713902
DP14 ,M ,1,O,50.0,190.2,5.293431,993.973494,13.263167000000001,327.9,8.767984,137.7,6.716564999999999,4766.467317000001,213.347875,1917.226832,149.863784
DP17 ,R ,1,N,49.0,217.091837,11.067347999999999,965.295444,25.064749,327.857143,14.956534,110.76530600000001,5.159035,4751.407561999999,258.694768,1501.7260800000001,90.427648
DP12 ,R ,2,N,52.0,212.259615,10.015425,887.8959980000001,13.022046000000001,322.21153799999996,9.620925999999999,109.951923,6.093439,3807.5801409999995,200.260063,1505.574839,133.523337
DP11 ,M ,2,O,44.0,202.840909,9.063582,896.916466,16.96997,307.159091,11.122872000000001,104.318182,8.341610000000001,4127.6308850000005,362.830347,1132.075417,136.749007
DP07 ,M ,2,O,49.0,210.408163,10.210632,974.332186,15.025217999999999,325.66326499999997,10.405521,115.25510200000001,6.793933,6856.591417000001,389.707339,1792.387443,379.721246
DP04 ,R ,2,N,55.0,224.5,18.67361,849.769911,14.851768,298.590909,19.399334,74.090909,8.254679,5430.383639,555.184526,1815.223431,342.645596
DP01 ,R ,1,N,48.0,194.583333,8.711286999999999,871.1040849999999,17.984302,301.09375,10.078235000000001,106.51041699999999,7.539604,3787.3762450000004,284.849195,1713.591482,173.901911
DP02 ,M ,1,O,50.0,256.05,17.409313,881.5245789999999,21.251417,344.95,20.575210000000002,88.9,10.153917999999999,5905.5859310000005,611.378301,1651.821561,286.119991
DP15 ,R ,2,L,52.0,205.913462,9.471692,937.4691130000001,21.262739,327.259615,16.211377,121.346154,10.139486999999999,4703.468771,275.15300099999996,1632.431332,303.114668
DP02 ,R ,1,P,49.0,209.79591800000003,22.400454999999997,817.775859,24.65064,279.33673500000003,25.201147,69.540816,11.898808,4283.039114,678.211594,1414.3310390000001,307.748572
DP21 ,M ,1,N,44.0,235.11363599999999,14.99956,941.982095,9.943174,334.659091,17.21606,99.545455,5.452563,6856.700684,278.41963599999997,1529.550585,224.112548
DP07 ,R ,2,P,53.0,216.69811299999998,16.574233,954.0002039999999,12.346959,323.490566,15.066676000000001,106.79245300000001,7.506044999999999,6712.929281999999,606.449716,1924.324575,315.570824
DP10 ,R ,1,L,51.0,196.029412,8.473141,913.9961380000001,14.15973,316.960784,10.432087,120.931373,8.957689,4655.668114,294.059009,2003.93519,208.77046399999998
DP11 ,R ,1,N,44.0,198.295455,8.15498,877.165014,28.256875,292.102273,8.421028,93.806818,6.67973,4582.532904,342.809402,1317.831743,204.09831200000002
DP12 ,M ,1,O,50.0,213.95,7.62799,882.3086460000001,14.334032999999998,314.75,11.420198,100.8,7.430632000000001,3929.2231380000003,205.980445,1476.176733,88.010053
DP17 ,M ,2,O,49.0,208.418367,7.028474,988.332591,14.973973999999998,325.510204,10.813037,117.09183700000001,6.045551000000001,4804.819362,252.188014,1661.343152,185.79098100000002
DP14 ,R ,2,N,52.0,196.25,6.093632,949.1434419999999,16.499451,326.682692,10.557048,130.432692,6.525237000000001,4132.123242000001,278.65625,1703.941491,229.71760899999998
DP20 ,M ,1,L,48.0,218.333333,7.637625999999999,984.83247,19.731099,318.28125,9.814181,99.947917,3.5911230000000005,6687.614954,499.80543099999994,2552.866587,257.48466099999996
DP17 ,R ,2,P,53.0,199.103774,9.965015,908.5303970000001,22.714522,298.34905699999996,10.399975,99.245283,5.936056,4190.592159000001,214.209928,1466.753119,178.766793
DP08 ,R ,2,L,55.0,229.59090899999998,22.130523999999998,913.219424,22.291107999999998,336.045455,28.139414000000002,106.454545,8.854415,5736.0353,357.82349300000004,1310.628952,215.651656
DP12 ,R ,1,P,48.0,193.125,7.004937,836.55601,9.561264,278.020833,7.49039,84.895833,4.344180000000001,3488.2577969999998,201.16019,1382.311422,115.27765600000001
DP07 ,R ,2,O,53.0,198.91509399999998,12.967317,979.342051,14.245767,315.42452799999995,11.996953,116.50943400000001,5.7666900000000005,6556.975184000001,409.646125,1667.391686,365.368638
DP04 ,M ,2,N,49.0,221.22449,24.484915,874.587399,27.725454,308.010204,33.361887,86.785714,12.572705000000001,5555.52719,534.743686,1688.757759,330.305943
DP01 ,M ,1,N,50.0,190.7,9.049749,884.075569,18.073457,298.25,10.476529,107.55,7.379819,3888.6364770000005,267.63333900000003,1881.980157,125.3265
DP02 ,R ,1,O,50.0,243.9,15.069228,876.1045,22.68451,334.4,16.032173999999998,90.5,9.923174000000001,5498.937540999999,491.46524400000004,1572.127201,245.40160299999997
DP02 ,M ,1,P,49.0,238.061224,25.987103,909.112817,41.84677,320.71428599999996,33.75,82.653061,12.357607000000002,6149.33716,670.388594,1901.609562,360.170455
DP21 ,R ,1,N,48.0,234.114583,26.171944,923.378875,12.833881,327.96875,25.896974,93.854167,5.83365,6462.976398,292.14930400000003,1573.0981160000001,170.625176
DP15 ,M ,2,L,48.0,202.135417,11.680471,947.5816470000001,25.675157000000002,323.854167,17.953533,121.71875,11.829419999999999,4837.031295000001,249.912777,1817.619782,484.35464
